Timestamp,Sejak kapan Anda mengikuti JKT48 dan/atau menjadi fans JKT48? ,Gender,Usia,"Berdasarkan tempat tinggal Anda, manakah yang paling tepat mendeskripsikan Anda?",Apa status Anda saat ini?,Apakah Anda sudah pernah melakukan pembelian produk JKT48? ,Media sosial apa yang secara aktif Anda gunakan untuk menjalankan aktivitas sebagai fans JKT48 (idoling)?,Apa alasan yang men-trigger Anda untuk menjadi atau kembali menjadi fans JKT48 pasca-restrukturisasi? (Alasan menjadi fans JKT48),"Secara rata-rata, berapa uang yang Anda habiskan dalam sebulan untuk idoling?",Dari produk di bawah manakah yang pernah Anda beli?,"Dari pilihan di bawah ini, manakah sumber yang menginfluence Anda untuk menjadi Fans JKT48?",Jika Anda menjawab Streamer sebagai sumber awareness dan sumber influence Anda untuk menjadi fans JKT48. siapakah Streamer yang paling menginfluence Anda dan alasannya?,,,,,,,,,,,,,,,
12/29/2023 18:58:33,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,lebih ke musik nya yg bikin aku ngikutin idol group ini,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,gdak,,,,,,,,,,,,,,,
12/29/2023 18:59:40,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"waktu itu tiba-tiba pengen denger lagu JKT eh keterusan karena lirik lagunya banyak bgt yang aku rasa kena banget gitu buat diri aku sendiri dan relate juga pesan-pesan yang di berikan lewat lagunya. Gak lama, aku penasaran dan iseng liat member JKT dan tau tau tau tau eh malah keterusan setelah tau member-membernya :D",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 19:00:14,tahun 2022,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Karena member ny hebat""",< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 19:01:06,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,ini buat fans new era ya?? saya mulai aktif ngidol di 2018,Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,"ga ada saya ngidol niat dari diri saya sendiri, tidak ad yg menginfluence",,,,,,,,,,,,,,,
12/29/2023 19:01:33,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Tidak adanya sistem team,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 19:03:49,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Twitter,Saya ingin mengembalikan mood saya di realita kehidupan sya yang sayang menyakitkan ,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, Tiket Konser, Tiket event off-air atau on-air",Twitter terkait JKT48,Ci nanas karena dia aku tau JKT48 ,,,,,,,,,,,,,,,
12/29/2023 19:04:11,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Mencari kegiatan,Rp 500.000 - 1.000.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:04:14,tahun 2022,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,karena tertarik dengan lagu lagu jkt48 berserta member jkt48,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:07:04,tahun 2022,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,Member nyab cantik cantik dan lagu nyah enak di denger,< Rp 500.000,Streaming Theater,Lainnya,,,,,,,,,,,,,,,,
12/29/2023 19:07:12,tahun 2022,Perempuan,20-25 tahun,Fans near,Bekerja,Iya,Twitter,puisi freya,> Rp 2.000.000,"Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Clip Theater JKT48,gaada,,,,,,,,,,,,,,,
12/29/2023 19:07:30,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Awalnya cuma tau lagunya aja itu 2022, dan pda Grand Final Free fire di Senayan bulan puasa kemarin sya nonton dan kebetulan mengundang Jkt48 untuk perform. Setelah melihat penampilan dari Jkt48 ada salah satu member yng menarik perhatian sya dst sya cari tahu lewat twitter, ig, dll.",< Rp 500.000,"Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Festival musik yang mengundang JKT48,-,,,,,,,,,,,,,,,
12/29/2023 19:09:16,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Abis diputusin pacar, terus capek aja terus kata temenku nyoba aja ngidol",< Rp 500.000,"Video Call with JKT48, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:09:42,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Ingin menuntaskan semua keinginan saya,Rp 1.000.001 - 1.500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket Konser",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:09:46,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Relate with the song ,Rp 500.000 - 1.000.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 19:09:50,tahun 2022,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Karena member2 yg sungguh menarik dan memiliki pesona dan bakatnya masing masing <3,< Rp 500.000,Merchandise Lainnya,Lainnya,,,,,,,,,,,,,,,,
12/29/2023 19:12:01,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Alasanya ya karena JKT48 lagu""nya lumayan menarik saya untuk menjadi fans jkt48 dan saya merasa jkt48 sudah menjadi rumah kedua bagi saya.",Rp 500.000 - 1.000.000,"Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,-,,,,,,,,,,,,,,,
12/29/2023 19:13:16,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,Karena melihat kedekatan member dengan para fans pada live showroom member JKT48,< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:13:23,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,pernah ngikutin sejak gen 1-3 tetapi baru ngefans gara2 nonton streamer dan teman discord,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Streamer,"DEANKT dan Nastasia Adeline, dikarenakan sejak awal sudah sering menonton stream mereka, dan ketika beliau kemasukan famdom jkt saya jadi mulai tertarik kembali untuk mengikuti jkt",,,,,,,,,,,,,,,
12/29/2023 19:14:47,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"saya salah satu fans yang mengikuti dari awal JKT48 terbentuk, bahkan dari sebelum mereka debut (iklan minuman) lalu sampai 2018 sempat vakum. Hingga tahun ini 2023 kembali lagi dikarenakan tiktok salah satu member (Adel) lewat fyp saya dan itulah yang men-trigger saya untuk kembali menjadi fans JKT48 hingga detik ini ",< Rp 500.000,"Theater, Birthday T-shirt, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:16:34,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Gabut, bertahan karena teman-teman ",< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 19:17:41,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karena dimasa itu adalah masa dimana saya merasa kesepian hingga membuat saya bingung apa yang harus dilakukan pada saat itu, setelah itu aku sedikit mengenal yang namanya Jkt48, dari situlah saya terus mengenal Jkt48 hingga sekarang dan sekarang saya mulai merasa hidup saya sudah tidak kesepian lagi karena ada Jkt48 didalam hidup saya",< Rp 500.000,Birthday T-shirt,Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:18:48,tahun 2023,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Instagram,karna konsep 48 bagus dan lagu lagunya enak. ,< Rp 500.000,Tiket event off-air atau on-air,Konten Clip Theater JKT48,greesell,,,,,,,,,,,,,,,
12/29/2023 19:20:01,tahun 2021,Perempuan,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Karena membutuhkan hiburan dan tertarik karena satu member yg namannya GITA,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Gatau streamer,,,,,,,,,,,,,,,
12/29/2023 19:20:05,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Klip klip dari theater maupun live member di tiktok,Rp 500.000 - 1.000.000,"Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 19:21:27,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok, hiburan ,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,Gak ingat nama nya ,,,,,,,,,,,,,,,
12/29/2023 19:21:29,tahun 2022,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,tertarik adanya gen 10,Rp 500.000 - 1.000.000,"2-Shot, Meet and Greet, Merchandise Lainnya",JKT48 x Erigo,robby s. putra,,,,,,,,,,,,,,,
12/29/2023 19:23:05,tahun 2022,Perempuan,15-20 tahun,Fans far,Bekerja,Tidak,Tiktok,Jkt udh menghibur saya waktu lagi down karena di PHK dari pekerjaan,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:24:24,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Untuk fun aja sih, dan lagu nya juga enak",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,windah maybe? ,,,,,,,,,,,,,,,
12/29/2023 19:24:26,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Tingkah random nya Zee dan christy yang lucu yang membuat saya menjadi fans jkt48,< Rp 500.000,Birthday T-shirt,Zee x Erigo New York,Zee,,,,,,,,,,,,,,,
12/29/2023 19:24:29,tahun 2021,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Twitter,Shani kapten,Rp 500.000 - 1.000.000,"Theater, 2-Shot, Tiket Konser, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 19:25:20,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Bekerja,Iya,Tiktok,fans jeketi semenjak ci Shani mengumumkan graduate ,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,Dean KT #melodean #wearemembership,,,,,,,,,,,,,,,
12/29/2023 19:25:24,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena hobi aja,Rp 500.000 - 1.000.000,Tiket Konser,Lainnya,,,,,,,,,,,,,,,,
12/29/2023 19:27:31,tahun 2022,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,ada idola di indonesia,< Rp 500.000,"Theater, Streaming Theater, Tiket Konser",Lainnya,sisca saras,,,,,,,,,,,,,,,
12/29/2023 19:30:12,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"alasan suka jkt48 si karna zee sering fyp tiktok, akhirnya kepo. nyari tau lebih dalam tentang zee yaudah deh jadi kebiasaan hihi",< Rp 500.000,"Streaming Theater, Tiket Konser, Tiket event off-air atau on-air",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 19:30:49,tahun 2022,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Tertarik kepada member-member dan juga lagu-lagunya ,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:35:40,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Instagram,penasaran,< Rp 500.000,Merchandise Lainnya,Streamer,Deankt dkk,,,,,,,,,,,,,,,
12/29/2023 19:35:56,tahun 2021,Perempuan,20-25 tahun,Fans far,Bekerja,Tidak,Tiktok,Gaby dan Ariel ,Rp 500.000 - 1.000.000,"Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:35:56,tahun 2021,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Instagram,"Udah lama ga ngikutin JKT bahkan 48g lain. Waktu itu hidup lagi capek2nya trus iseng nontonin MV 48g lain luar Jepang kaya SGO, MBL, CGM. Trus tau kalo saat itu udh ada layanan streaming theater (waktu sblmnya gue aktif blm ada) gue iseng nonton theater lg dengan member yg ga gue kenal kecuali gen 3-4 dan lama2 mulai ngikutin jeketi lagi sampe skrg",< Rp 500.000,"Streaming Theater, 2-Shot",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 19:36:49,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Karena asik aja gitu dan membuat diri tenanh,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Konten Tiktok Terkait JKT48,"Kak Aina , Karena aku bisa tau JKT dari dia dan membuat lebih tau lagi",,,,,,,,,,,,,,,
12/29/2023 19:36:55,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna melihat meme Freya ,< Rp 500.000,Streaming Theater,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 19:48:09,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,"alasan suka JKT48 itu, dulu lewat fyp tiktok MV oshibe tuh gilaa bagus bangett, terus di reels Ig dulu pas puasa banyak banget sliweran meme srnya freya. pas puasa itu bosen banget, terus searching apa sih jkt terus searching eh jadi ketagihan nonton ulangan sr member di YouTube, dari yang awalnya ga tau sampe lumayan tau sih. yaa inti alasannya sih jadi ngisi waktu kosong biar ga jenuh, hidup jadi lebih bewarna sih",< Rp 500.000,"Birthday T-shirt, Merchandise Lainnya",Meme Freya,kalo ini ngga tau min,,,,,,,,,,,,,,,
12/29/2023 19:52:56,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Karena ada meme azizi sama christy dan freya, dan cinta, bahagia, hiburan, semuanya. 
Mereka yang masih asing di saya, lalu aku kepoin, ternyata member JKT48, saya masih belum tahu konsep ngidol, pada 2021

Saat itu saya pernah tahu jkt48 pertama kali debut, dan iklan pocary, waktu itu saya kelas 2 sd, dan suka karena ada cewek² cantik, menghibur, menari dan bernyanyi, tapi sesudah itu nggak mengikuti lagi sampai 2021, terus waktu restrukturisasi saya melihat yori yang masih asing di saya, saat yori last show karena restrukturisasi dan membacakan surat, saya tidak tega melihatnya, setelah itu saya biarkan aja dan gak kepo tentang jkt48, tapi saya kadang masih mendengarkan lagu seperti aitakatta, river, seventeen, kfc dan heavyrote, itu masih kadang waktu saya ingin dengar aja, karena waktu debut jkt48 membawakan lagu heavyrote dsb, 


Nah 2022 saya itu pengen banget merasakan jatuh cinta, tapi gagal terus, akhirnya mencari pelarian, dan saya memutuskan ngidol, dan ooh baru merasakan konsep ngidol dan seseru ini, menurut saya, setelah mengenal freya, zee, christy, mungkin member lain juga tapi gak sadar kalo itu member JKT48, kok lucu², unik, cantik, manis, dan saya kepikiran, aah saya mau ikut andil dalam mengembangkan group idol ini, yang notabenya group lokal lah, walaupun sister group akb48, nggak papa, akhirnya saya membuat konten² jkt48 untuk memperluas dan memperkenalkan lagi jkt48 kemasyarakat luas di 2023 ini, saat 2022 saya hanya ngidol saja, tanpa ikut andil membuat konten, itu saja sih maaf jika panjang lebar, dan bertele tele",< Rp 500.000,Merchandise Lainnya,Instagram post terkait JKT48,Erpan1140,,,,,,,,,,,,,,,
12/29/2023 19:54:31,tahun 2023,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,"karena aku suka lagunya, membernya juga(walau segender)",< Rp 500.000,Tiket Konser,JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 19:55:40,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Seru buat ngechant,Rp 500.000 - 1.000.000,"Theater, 2-Shot, Birthday T-shirt",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 19:58:56,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Bekerja,Tidak,Instagram,-,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 20:00:25,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Bekerja,Tidak,Instagram,Pernah di sakit sama cwek,< Rp 500.000,Tiket event off-air atau on-air,JKT48 x Erigo,Pernah di sakit ,,,,,,,,,,,,,,,
12/29/2023 20:00:46,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Tiktok,Mood booster ,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 20:01:03,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Melihat video dari Tiktok, dan menemukan mutual friend setelah itu.",< Rp 500.000,"Video Call with JKT48, 2-Shot, Meet and Greet",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 20:01:27,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Youtube,"karena pengen balik ngidol kayak dulu walaupun udah kena restrukturisasi, pengen ngisi waktu kosong untuk ngidol lagi",Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 20:03:03,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,Karena meme freya,< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 20:05:52,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karena lagu nya sangat nyaman di dengan
Dan member nya pun sangat cantik",< Rp 500.000,Streaming Theater,Meme Freya,Robby pantjoro ,,,,,,,,,,,,,,,
12/29/2023 20:13:02,tahun 2021,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"_Awal tau Jkt48_

Saya ""tau"" jkt48 itu sudh lama dri sama masi kecil saat itu jkt48 generasi 1, saya tau bebrpa lagi basic sprti KFC, Hevy R, AITAKT dan RIVER yaa lagu yg emg pada dasarny hmpir rata rata org yg tdk tau jkt48 pun tau lagu itu tanpa tau apa itu jkt48. Dulu awal² lagu² itu muncul dan viral saya tau tpi saya tidk tau siapa member²ny, sampai akhirnya saya mengenal bbrpa gen1 sprti melody dan haruka ya lagi lagi krna mereka lah face dri jkt48 itu snediri, saya tau ttg membr dri abang saya ya abg saya adalah fans Jkt48 gen 1 dia juga punya oshi yaitu melody. Saya dulu sering meliht dia mengunkn kaos jkt48 sampai suatu saat saya pernh meliht blkg kulkas saya, saya melhit ada coretan (dabel tip) bertuliskan JKT48 yg ia tempel di blkg kulkas. Sampai berlama lama kemunian saya tau ttg jkt48 namun hanya sekedar lagu² tdi dan 2 mmber tdi. Sampai pada 2020/2021 ketika saya sedgn scroll tiktok saya melihat 1 vid ttg Zee jkt48 sbrnya... saya udh tau zee sedri lama (lewt di fyp) namun saya menghirauknya, smpi dimna saya melhit vid Zee trsebut (vid is geting hot in here) saya langsung mersa tertarik dan mulai ngestalk ttg Zee hehe... Ya pastinya awl² saya buka tiktok Zee dan meliht bbrpa vidnya juga follow nmun dri hri ke hri lama kelaman fyp saay muncul byk vid ttg mmbr Jkt48 lainnya (krna saya stalk Zee jkt48) namun pada saat itu saya masih tidk mau mengubris mmber lain selain zee wkwk. Saya waktu itu sampai mencari di kolom pencarian yutube ""Zee jkt48"" dan ya pastinya kelur ttg chanel jkt48 yaitu jkt48tv saya pun mulai menotn semua vid jkt48tv yg ada zee nya aja wkkw🥲.
Lama kelamaan saya mulai mengenal member² jkt48 lainya awalnya seimgt saya, saya nntn rplyan SR zee dan muncul ada bbrpa mmber yaitu gracia shani dan chrsty yee tau la ya greshan fam xixi🤚
Lambat laun saya mulai mengenal hampir seleuruh mmber, kalo pada saat itu ditnya oshi saya siapa ya pastinya Zee si kren😎.
Lanjut pada suati hari di fyp tiktok saya muncul vid ttg perknlan jikosokai gem 11 jkt48 saya yg pada itu suka pada member jkt48 namun tidak tau apa apa ttg jkt48 pun agak kaget kaya ""hah udh ad gen11"" "" hah jkt48 gen ny 11"" kira² gitu, stlh meliht vid itu saya langsung menuju ke chanel jkt48 dan melhit jikosokai adik² lucuu gen 11 dannn saya menemukn oshi baru yaituuu Greesel👀 si kunang kunang ku wkwk. Smkja saat itu ntg knp jdi tdk sering ngikutin Zee dan lebih sering liat perfom Greesel dan gen 11 lain yeyey (zee still di hti kok) oh iya kalo pada saat ini nihh di tnya oshi saya siapa saya akan menjawb ""zee, shani, greesel"" (bnyk y wkwk)
Krna mmg saat itu sblum saya mengoshikan greesel dan saat saya masih mengoshikan zee seorng saya mulai oshien ke shani wkwk krna ya she is a good leadr she is percf grul💌
Smpi stlh itu pada tgl 2 juli 2023 shani memutskan untuk lulus dari jkt48🥲 (pada saat ini saya sudh tau selruh mmber jkt48) itu adlh hri terhncur sayaaa krna pas tau saya nngis sampai mata saya bengkk wkwk tak hnya itu keesokn paginya saya bgun dan nngis lagi bsk nya pun sama wkkw🥲 sedihh bgt bgt knra ini kali pertma di tinggl oshi. Tapi lambat laun saya mulai iklash krna apapun pilihn shni i will take it🙌🏻. Kalo di tnya ttg Zee (oshi pertma saya) sbrnya saya masih mengikut alias ngeoshiin dia tpi tdk se aktif dulu krna yaa kesibukan Zee didalam jkt48 makin dikit krna dia lagi sering²nya abis job di luar jkt48 yaitu main filem tapiii gpp saya malahn senng krna mersa bngga dgn langkah besar yg diambil Zee dri mulai main filem sampai bondol untuk main filem ancikaaa can't waitt💞 pokonya Zee ttp jdi oshiku terkeren seduniaa. Lanjutt niehh ada sdikit cerita ttg oshi ku yh ke 3 wkwk si kunang² greesel ygdri awal bgt saya liat dia saya tau bgt potensi dia sgt bsr untuk ada di jkt48. Sampai pada konser aniversy ke 12 kmrn greesell dipromosikan mnjdi mmber intii hufff... Senng bgt bgt bgtttt disisilin sedih sdikit krna di konser juga diumumin akan ada last show ci shani di akhir buln april disisi lain seneng bgt krna di feb tahun dpn Greesel oshiku salah satunya naik ke mmber inti🥺💕 intinyaaa senng sekli bisa mngenal jkt48 sejauh inii kalo dibilang ""nyesel ngak baru tau jkt48"" nyesl si iya tapii aku ttp mersa senang krna pada akhirnya ak masih diberikn kesempatan untuk bisa mngenal jkt48 

Ini malah jadi cerita ya wkwkw Kalo untuk alasan ak suka Jkt48 itu ya gimna ya kalo kata org² cita tak perlu alasan wkwk jadi ya gituu dehh TRIMKSHHH TLH MEMBACA SAMPAI HABISS LUV LUVVV💕💞.
",> Rp 2.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,-,,,,,,,,,,,,,,,
12/29/2023 20:13:08,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"lagunya asik"" ( banyak yg relate (apalagi yg. is bis itukan 😁)), membernya juga asik asik, fan sevice yg di berikan dari beberapa member juga bikin nyaman untuk ngidol, fandomnya juga seru sama asik ( walaupun mesti aja ada yg di tubirin ), sama alasan paling utama si sebenernya karna liat kakakku keknya asik gitu ngidol, dan ehh sekarang malah ikutan",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,"sebenarnya untuk menjawab pertanyaan di atas mengenai sumber yg ""menginfluence"" untuk menjadi fjkt itu kakak saya sendiri, karena saat itu saya di ajak kakak saya nonton 10th anniversary tour yg di solo, dan tour itulah yg membuat saya mulai benar benar mengikuti jkt48 dan menjadi fjkt48",,,,,,,,,,,,,,,
